Legend:,,,,Player,Age,MP,Start,Min,Gls,A,PK,PKatt,CrdY,CrdR,G*,A*,G*+A*,G*-PK*,G*+A*-PK*,xG,NPxG,xA,xG*,xA*,xG*+xA*,NPxG*,NPxG*+xA*,Total Points,Conceded,CleanSheets,CleanSheets*,PenMiss,PenMiss*,YC*,RC*,,
,,,516,Nathan Aké,24,29,29,2503,2,2,0,0,2,0,0.07,0.07,0.14,0.07,0.14,2.4,2.4,0.6,0.09,0.02,0.11,0.09,0.11,79,46,4,0.14,0,0.000,0.072,0.000,,
,,,517,Marc Albrighton,29,20,9,867,0,3,0,0,2,0,0,0.31,0.31,0,0.31,0.6,0.6,2,0.06,0.2,0.27,0.06,0.27,38,11,3,0.31,0,0.000,0.208,0.000,,
,,,518,Toby Alderweireld,30,33,33,2957,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,1.1,0.03,0.03,0.07,0.03,0.07,97,39,7,0.21,0,0.000,0.213,0.000,,
,,,519,Trent Alexander-Arnold,20,38,35,3175,4,13,0,0,5,0,0.11,0.37,0.48,0.11,0.48,2.8,2.8,9.9,0.08,0.28,0.36,0.08,0.36,210,32,14,0.40,0,0.000,0.142,0.000,,
,,,520,Alisson Ramses Becker,26,29,29,2543,0,1,0,0,0,1,0,0.04,0.04,0,0.04,0,0,0.5,0,0.02,0.02,0,0.02,122,24,13,0.46,0,0.000,0.000,0.035,,
,,,521,Dele Alli,23,25,21,1847,8,4,1,1,2,0,0.39,0.19,0.58,0.34,0.54,7.1,6.3,2,0.35,0.1,0.44,0.31,0.4,117,25,4,0.19,0,0.000,0.097,0.000,,
,,,522,Miguel Almirón,25,36,35,3021,4,2,0,0,5,0,0.12,0.06,0.18,0.12,0.18,6.3,6.3,1.6,0.19,0.05,0.24,0.19,0.24,109,48,12,0.36,0,0.000,0.149,0.000,,
,,,523,Marcos Alonso,28,18,15,1430,4,2,0,0,4,0,0.25,0.13,0.38,0.25,0.38,2,2,2.2,0.13,0.14,0.26,0.13,0.26,100,18,7,0.44,0,0.000,0.252,0.000,,
,,,524,Steven Alzate,20,19,12,1188,0,0,0,0,1,0,0,0,0,0,0,1.2,1.2,0.7,0.09,0.05,0.14,0.09,0.14,33,18,3,0.23,0,0.000,0.076,0.000,,
,,,525,Ibrahim Amadou,26,11,8,759,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.11,0,0.12,0.11,0.12,18,20,1,0.12,0,0.000,0.119,0.000,,
,,,526,Felipe Anderson Pereira Gomes,26,25,20,1497,1,4,0,0,1,0,0.06,0.24,0.3,0.06,0.3,2.5,2.5,3.1,0.15,0.19,0.33,0.15,0.33,66,27,7,0.42,0,0.000,0.060,0.000,,
,,,527,Florin Andone,26,3,1,73,1,0,0,0,0,1,1.23,0,1.23,1.23,1.23,0.1,0.1,0,0.18,0.06,0.24,0.18,0.24,5,2,0,0.00,0,0.000,0.000,1.233,,
,,,528,Jose Angel Esmoris Tasende,22,6,4,423,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1.2,0.04,0.26,0.31,0.04,0.31,11,7,0,0.00,0,0.000,0.213,0.000,,
,,,529,Faustino Anjorin,17,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,530,Michail Antonio,29,24,19,1768,10,3,1,1,3,0,0.51,0.15,0.66,0.46,0.61,11.7,10.9,2.7,0.59,0.14,0.73,0.56,0.69,111,30,3,0.15,0,0.000,0.153,0.000,,
,,,531,Stuart Armstrong,27,30,19,1715,5,3,0,0,4,0,0.26,0.16,0.42,0.26,0.42,2.9,2.9,1.1,0.15,0.06,0.21,0.15,0.21,98,25,7,0.37,0,0.000,0.210,0.000,,
,,,532,Kepa Arrizabalaga,24,33,33,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,8,0.24,0,0.000,0.000,0.000,,
,,,533,Christian Atsu,27,19,6,749,0,3,0,0,2,0,0,0.36,0.36,0,0.36,0.2,0.2,0.9,0.02,0.11,0.14,0.02,0.14,37,15,3,0.36,0,0.000,0.240,0.000,,
,,,534,Pierre-Emerick Aubameyang,30,36,35,3136,22,3,2,2,3,1,0.63,0.09,0.72,0.57,0.66,15.8,14.3,2.9,0.45,0.08,0.54,0.41,0.49,205,44,10,0.29,0,0.000,0.086,0.029,,
,,,535,Serge Aurier,26,33,31,2700,1,5,0,0,4,1,0.03,0.17,0.2,0.03,0.2,0.6,0.6,2.8,0.02,0.09,0.11,0.02,0.11,124,33,9,0.30,0,0.000,0.133,0.033,,
,,,536,Jordan Ayew,27,37,37,3148,9,2,0,0,6,0,0.26,0.06,0.31,0.26,0.31,6.5,6.5,1.9,0.18,0.06,0.24,0.18,0.24,132,45,12,0.34,0,0.000,0.172,0.000,,
,,,537,César Azpilicueta,29,36,36,3229,2,6,0,0,1,0,0.06,0.17,0.22,0.06,0.22,2.7,2.7,5.8,0.07,0.16,0.24,0.07,0.24,130,53,8,0.22,0,0.000,0.028,0.000,,
,,,538,Eric Bailly,25,4,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0.60,0,0.000,0.000,0.000,,
,,,539,Leighton Baines,34,8,4,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.01,0.16,0.17,0.01,0.17,14,8,0,0.00,0,0.000,0.000,0.000,,
,,,540,Fabián Balbuena,27,17,13,1177,1,0,0,0,2,0,0.08,0,0.08,0.08,0.08,1.7,1.7,0,0.13,0,0.13,0.13,0.13,40,24,3,0.23,0,0.000,0.153,0.000,,
,,,541,George Baldock,26,38,38,3420,2,3,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,0.02,0.07,0.09,0.02,0.09,142,39,13,0.34,0,0.000,0.184,0.000,,
,,,542,Phil Bardsley,34,21,21,1890,0,1,0,0,6,0,0,0.05,0.05,0,0.05,0.2,0.2,0.7,0.01,0.03,0.05,0.01,0.05,78,19,9,0.43,0,0.000,0.286,0.000,,
,,,543,Ross Barkley,25,21,13,1103,1,4,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.2,2.2,2.8,0.18,0.23,0.4,0.18,0.4,61,14,5,0.41,0,0.000,0.000,0.000,,
,,,544,Ashley Barnes,29,19,17,1352,6,0,1,1,4,0,0.4,0,0.4,0.33,0.33,5.6,4.8,0.5,0.37,0.03,0.4,0.32,0.35,61,21,8,0.53,0,0.000,0.266,0.000,,
,,,545,Harvey Barnes,21,36,24,2083,6,8,0,0,0,0,0.26,0.35,0.6,0.26,0.6,8.7,8.7,3.5,0.38,0.15,0.53,0.38,0.53,133,24,9,0.39,0,0.000,0.000,0.000,,
,,,546,Chris Basham,31,38,38,3242,0,1,0,0,4,0,0,0.03,0.03,0,0.03,0.5,0.5,1,0.01,0.03,0.04,0.01,0.04,123,37,13,0.36,0,0.000,0.111,0.000,,
,,,547,Borja Baston,26,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.00,0,0.000,0.000,0.000,,
,,,548,Michy Batshuayi,25,16,1,239,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,0.84,0.07,0.91,0.84,0.91,28,8,0,0.00,0,0.000,0.000,0.000,,
,,,549,Jan Bednarek,23,34,34,3057,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,0.1,0.02,0,0.03,0.02,0.03,84,57,7,0.21,0,0.000,0.118,0.000,,
,,,550,Héctor Bellerín,24,15,13,1158,1,0,0,0,2,0,0.08,0,0.08,0.08,0.08,0.5,0.5,0.3,0.04,0.02,0.06,0.04,0.06,44,18,4,0.31,0,0.000,0.155,0.000,,
,,,551,Ryan Bennett,29,11,7,606,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01,32,17,3,0.45,0,0.000,0.297,0.000,,
,,,552,Ryan Bennett,29,5,3,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,3,0.82,0,0.000,0.000,0.000,,
,,,553,Nabil Bentaleb,24,12,8,751,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,19,16,2,0.24,0,0.000,0.240,0.000,,
,,,554,Christian Benteke,28,24,13,1261,2,1,0,0,4,1,0.14,0.07,0.21,0.14,0.21,5.1,5.1,2.1,0.36,0.15,0.51,0.36,0.51,42,18,5,0.36,0,0.000,0.285,0.071,,
,,,555,Johann Berg Gudmundsson,28,12,6,621,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,1.1,1.1,0.8,0.16,0.12,0.28,0.16,0.28,30,7,3,0.43,0,0.000,0.000,0.000,,
,,,556,Sander Berge,21,14,12,943,1,1,0,0,0,0,0.1,0.1,0.19,0.1,0.19,0.5,0.5,0.4,0.04,0.04,0.09,0.04,0.09,40,11,4,0.38,0,0.000,0.000,0.000,,
,,,557,Steven Bergwijn,21,14,8,704,3,1,0,0,2,0,0.38,0.13,0.51,0.38,0.51,1.2,1.2,1,0.15,0.13,0.28,0.15,0.28,43,9,2,0.26,0,0.000,0.256,0.000,,
,,,558,Bernard Anicio Caldeira Duarte,26,27,15,1280,3,2,0,0,2,0,0.21,0.14,0.35,0.21,0.35,1.1,1.1,1.9,0.08,0.13,0.21,0.08,0.21,72,12,9,0.63,0,0.000,0.141,0.000,,
,,,559,Bernardo Fernandes da Silva Junior,24,14,7,679,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.03,0.02,0.06,0.03,0.06,21,17,1,0.13,0,0.000,0.133,0.000,,
,,,560,Ryan Bertrand,29,32,31,2742,1,1,0,0,3,1,0.03,0.03,0.07,0.03,0.07,1.7,1.7,3.6,0.06,0.12,0.17,0.06,0.17,75,52,7,0.23,0,0.000,0.098,0.033,,
,,,561,Muhamed Bešić,26,9,2,250,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,9,2,0,0.00,0,0.000,0.720,0.000,,
,,,562,Philip Billing,23,34,29,2530,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,2.5,2.5,1,0.09,0.04,0.13,0.09,0.13,68,41,5,0.18,0,0.000,0.285,0.000,,
,,,563,Yves Bissouma,22,22,15,1259,1,0,0,0,4,0,0.07,0,0.07,0.07,0.07,0.4,0.4,0.1,0.03,0.01,0.04,0.03,0.04,39,18,4,0.29,0,0.000,0.286,0.000,,
,,,564,Willy Boly,28,22,22,1979,0,1,0,0,3,1,0,0.05,0.05,0,0.05,0.3,0.3,0.3,0.01,0.02,0.03,0.01,0.03,97,15,12,0.55,0,0.000,0.136,0.045,,
,,,565,Gaëtan Bong,31,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.23,0.23,0,0.23,3,3,0,0.00,0,0.000,0.000,0.000,,
,,,566,Sofiane Boufal,25,20,8,764,0,2,0,0,2,0,0,0.24,0.24,0,0.24,1,1,2.7,0.11,0.32,0.43,0.11,0.43,34,17,1,0.12,0,0.000,0.236,0.000,,
,,,567,Jarrod Bowen,22,13,11,917,1,4,0,0,0,0,0.1,0.39,0.49,0.1,0.49,1.7,1.7,2.2,0.17,0.22,0.38,0.17,0.38,44,13,1,0.10,0,0.000,0.000,0.000,,
,,,568,Robbie Brady,27,17,5,454,1,2,0,0,1,0,0.2,0.4,0.59,0.2,0.59,1.2,1.2,0.3,0.23,0.06,0.29,0.23,0.29,32,10,1,0.20,0,0.000,0.198,0.000,,
,,,569,Jarrad Branthwaite,17,4,2,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,0.30,0,0.000,0.000,0.000,,
,,,570,Claudio Bravo,36,4,3,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,0.26,0,0.000,0.000,0.000,,
,,,571,Armando Broja,17,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,572,David Brooks,22,9,8,506,1,0,0,0,1,0,0.18,0,0.18,0.18,0.18,0.8,0.8,0.4,0.14,0.07,0.21,0.14,0.21,21,12,1,0.18,0,0.000,0.178,0.000,,
,,,573,Josh Brownhill,23,10,9,805,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.04,0.02,0.06,0.04,0.06,21,10,4,0.45,0,0.000,0.224,0.000,,
,,,574,Emi Buendia,22,36,28,2464,1,7,0,0,6,1,0.04,0.26,0.29,0.04,0.29,2.2,2.2,7.2,0.08,0.26,0.34,0.08,0.34,94,54,3,0.11,0,0.000,0.219,0.037,,
,,,575,Dan Burn,27,34,33,2880,0,0,0,0,5,0,0,0,0,0,0,1.2,1.2,1.2,0.04,0.04,0.08,0.04,0.08,86,42,9,0.28,0,0.000,0.156,0.000,,
,,,576,Sam Byram,25,17,15,1293,0,0,0,0,4,0,0,0,0,0,0,1.2,1.2,0.5,0.08,0.04,0.12,0.08,0.12,32,23,3,0.21,0,0.000,0.278,0.000,,
,,,577,Willy Caballero,37,5,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,1,0.20,0,0.000,0.000,0.000,,
,,,578,Gary Cahill,33,25,25,2167,0,1,0,0,1,0,0,0.04,0.04,0,0.04,1.3,1.3,0.3,0.05,0.01,0.07,0.05,0.07,70,35,7,0.29,0,0.000,0.042,0.000,,
,,,579,Dominic Calvert-Lewin,22,36,30,2626,13,1,0,0,9,0,0.45,0.03,0.48,0.45,0.48,14.3,14.3,1,0.49,0.03,0.52,0.49,0.52,126,43,8,0.27,0,0.000,0.308,0.000,,
,,,580,Víctor Camarasa,25,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,581,Joao Cancelo,25,17,13,1208,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,1.7,0.04,0.13,0.17,0.04,0.17,45,11,5,0.37,0,0.000,0.298,0.000,,
,,,582,Todd Cantwell,21,37,30,2489,6,2,0,0,6,0,0.22,0.07,0.29,0.22,0.29,5.8,5.8,2.8,0.21,0.1,0.31,0.21,0.31,111,54,6,0.22,0,0.000,0.217,0.000,,
,,,583,Etienne Capoue,31,30,30,2627,0,3,0,0,8,0,0,0.1,0.1,0,0.1,0.8,0.8,3.1,0.03,0.11,0.13,0.03,0.13,78,48,8,0.27,0,0.000,0.274,0.000,,
,,,584,Andy Carroll,30,19,4,632,0,4,0,0,1,0,0,0.57,0.57,0,0.57,0.9,0.9,1.6,0.13,0.23,0.36,0.13,0.36,34,10,2,0.28,0,0.000,0.142,0.000,,
,,,585,Jonny Castro,25,35,33,2887,2,2,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.3,1.3,0.9,0.04,0.03,0.07,0.04,0.07,123,35,11,0.34,0,0.000,0.125,0.000,,
,,,586,Craig Cathcart,30,29,28,2488,0,0,0,0,7,0,0,0,0,0,0,0.3,0.3,0,0.01,0,0.01,0.01,0.01,77,37,9,0.33,0,0.000,0.253,0.000,,
,,,587,Dani Ceballos,22,24,18,1692,0,2,0,0,1,0,0,0.11,0.11,0,0.11,0.5,0.5,1.9,0.03,0.1,0.13,0.03,0.13,57,21,7,0.37,0,0.000,0.053,0.000,,
,,,588,Nathaniel Chalobah,24,22,10,930,0,1,0,0,1,0,0,0.1,0.1,0,0.1,0.4,0.4,1.1,0.04,0.11,0.15,0.04,0.15,36,14,2,0.19,0,0.000,0.097,0.000,,
,,,589,Calum Chambers,24,14,13,1102,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.7,0.7,0.7,0.06,0.06,0.11,0.06,0.11,42,15,3,0.25,0,0.000,0.408,0.000,,
,,,590,Ben Chilwell,22,27,27,2373,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,1,1,3.6,0.04,0.14,0.17,0.04,0.17,114,26,9,0.34,0,0.000,0.114,0.000,,
,,,591,Tahith Chong,19,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.15,0,0.15,0.15,0.15,3,0,0,0.00,0,0.000,0.000,0.000,,
,,,592,Hamza Choudhury,21,20,10,893,1,1,0,0,4,1,0.1,0.1,0.2,0.1,0.2,0.5,0.5,0.1,0.05,0.01,0.06,0.05,0.06,35,12,3,0.30,0,0.000,0.403,0.101,,
,,,593,Andreas Christensen,23,21,21,1751,0,0,0,0,5,0,0,0,0,0,0,0.7,0.7,1,0.04,0.05,0.09,0.04,0.09,34,33,3,0.15,0,0.000,0.257,0.000,,
,,,594,Ciaran Clark,29,14,14,1186,2,0,0,0,3,0,0.15,0,0.15,0.15,0.15,1.3,1.3,0,0.1,0,0.1,0.1,0.1,49,14,4,0.30,0,0.000,0.228,0.000,,
,,,595,Leon Clarke,34,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.85,0,0.85,0.85,0.85,2,2,0,0.00,0,0.000,0.000,0.000,,
,,,596,Tom Cleverley,29,18,11,971,1,0,0,0,2,0,0.09,0,0.09,0.09,0.09,1.6,1.6,0.5,0.15,0.05,0.2,0.15,0.2,33,26,1,0.09,0,0.000,0.185,0.000,,
,,,597,Conor Coady,26,38,38,3420,0,0,0,0,5,0,0,0,0,0,0,0,0,0.7,0,0.02,0.02,0,0.02,118,40,13,0.34,0,0.000,0.132,0.000,,
,,,598,Seamus Coleman,30,27,21,1839,0,1,0,0,5,1,0,0.05,0.05,0,0.05,0.7,0.7,0.6,0.03,0.03,0.06,0.03,0.06,55,29,5,0.24,0,0.000,0.245,0.049,,
,,,599,Aaron Connolly,19,24,14,1258,3,1,0,0,0,0,0.21,0.07,0.29,0.21,0.29,3.2,3.2,0.3,0.23,0.02,0.25,0.23,0.25,61,22,5,0.36,0,0.000,0.000,0.000,,
,,,600,Lewis Cook,22,27,14,1352,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,1,0.02,0.06,0.08,0.02,0.08,40,30,2,0.13,0,0.000,0.333,0.000,,
,,,601,Steve Cook,28,29,28,2428,1,0,0,0,6,1,0.04,0,0.04,0.04,0.04,0.7,0.7,0.3,0.03,0.01,0.04,0.03,0.04,52,48,3,0.11,0,0.000,0.222,0.037,,
,,,602,Jack Cork,30,30,30,2613,0,0,0,0,1,0,0,0,0,0,0,1.7,1.7,0.7,0.06,0.02,0.08,0.06,0.08,70,41,12,0.41,0,0.000,0.034,0.000,,
,,,603,Aaron Cresswell,29,31,31,2727,3,0,0,0,7,0,0.1,0,0.1,0.1,0.1,1.3,1.3,1.8,0.04,0.06,0.1,0.04,0.1,79,51,5,0.17,0,0.000,0.231,0.000,,
,,,604,Patrick Cutrone,21,12,3,297,2,0,0,0,0,0,0.61,0,0.61,0.61,0.61,2.4,2.4,0,0.72,0.01,0.73,0.72,0.73,23,6,1,0.30,0,0.000,0.000,0.000,,
,,,605,Diogo Dalot,20,4,1,67,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.24,0,0.24,0.24,0.24,4,1,0,0.00,0,0.000,0.000,0.000,,
,,,606,Charlie Daniels,32,2,2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.06,0.06,0,0.06,3,2,0,0.00,0,0.000,0.000,0.000,,
,,,607,Scott Dann,32,16,14,1266,0,1,0,0,0,0,0,0.07,0.07,0,0.07,0.4,0.4,0.4,0.03,0.03,0.06,0.03,0.06,51,14,5,0.36,0,0.000,0.000,0.000,,
,,,608,Kevin Danso,20,6,3,277,0,1,0,0,2,1,0,0.32,0.32,0,0.32,0.1,0.1,0.2,0.04,0.06,0.1,0.04,0.1,9,8,1,0.32,0,0.000,0.650,0.325,,
,,,609,Ben Davies,26,18,16,1431,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.6,0.01,0.04,0.05,0.01,0.05,41,19,4,0.25,0,0.000,0.377,0.000,,
,,,610,Tom Davies,21,30,23,2027,1,0,0,0,8,0,0.04,0,0.04,0.04,0.04,2,2,0.3,0.09,0.01,0.1,0.09,0.1,59,34,5,0.22,0,0.000,0.355,0.000,,
,,,611,Keinan Davis,21,18,4,548,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,0.2,0.31,0.03,0.34,0.31,0.34,25,7,1,0.16,0,0.000,0.000,0.000,,
,,,612,Craig Dawson,29,29,26,2361,2,0,0,0,6,0,0.08,0,0.08,0.08,0.08,2.3,2.3,0.3,0.09,0.01,0.1,0.09,0.1,61,49,4,0.15,0,0.000,0.229,0.000,,
,,,613,Kevin De Bruyne,28,35,32,2791,13,20,2,2,3,0,0.42,0.64,1.06,0.35,1,7.6,6.1,18.4,0.24,0.59,0.84,0.2,0.79,251,22,18,0.58,0,0.000,0.097,0.000,,
,,,614,Troy Deeney,31,27,26,2225,10,2,5,6,3,0,0.4,0.08,0.49,0.2,0.28,9.8,5.2,3.6,0.4,0.14,0.54,0.21,0.36,109,39,6,0.24,1,0.040,0.121,0.000,,
,,,615,Fabian Delph,29,16,13,1190,0,0,0,0,5,1,0,0,0,0,0,0.1,0.1,0.3,0,0.02,0.03,0,0.03,24,24,2,0.15,0,0.000,0.378,0.076,,
,,,616,Leander Dendoncker,24,38,32,2795,4,0,0,0,5,0,0.13,0,0.13,0.13,0.13,1.6,1.6,0.6,0.05,0.02,0.07,0.05,0.07,100,34,11,0.35,0,0.000,0.161,0.000,,
,,,617,Gerard Deulofeu,25,28,25,2098,4,5,1,1,3,0,0.17,0.21,0.39,0.13,0.34,5.2,4.5,4.6,0.22,0.2,0.42,0.19,0.39,88,33,8,0.34,0,0.000,0.129,0.000,,
,,,618,Eric Dier,25,19,15,1344,0,2,0,0,5,0,0,0.13,0.13,0,0.13,1,1,0.1,0.07,0.01,0.07,0.07,0.07,36,23,3,0.20,0,0.000,0.335,0.000,,
,,,619,Lucas Digne,26,35,35,3030,0,7,0,0,6,0,0,0.21,0.21,0,0.21,1.4,1.4,6,0.04,0.18,0.22,0.04,0.22,120,49,9,0.27,0,0.000,0.178,0.000,,
,,,620,Virgil van Dijk,28,38,38,3420,5,1,0,0,1,0,0.13,0.03,0.16,0.13,0.16,2.9,2.9,1.3,0.08,0.03,0.11,0.08,0.11,178,33,15,0.39,0,0.000,0.026,0.000,,
,,,621,Issa Diop,22,32,31,2766,3,1,0,0,8,0,0.1,0.03,0.13,0.1,0.13,1.6,1.6,0.9,0.05,0.03,0.08,0.05,0.08,76,54,4,0.13,0,0.000,0.260,0.000,,
,,,622,Moussa Djenepo,21,18,10,928,2,2,0,0,4,1,0.19,0.19,0.39,0.19,0.39,2.7,2.7,1.3,0.26,0.13,0.39,0.26,0.39,40,14,2,0.19,0,0.000,0.388,0.097,,
,,,623,Matt Doherty,27,36,32,2839,4,3,0,0,1,0,0.13,0.1,0.22,0.13,0.22,5.2,5.2,1.8,0.16,0.06,0.22,0.16,0.22,167,31,12,0.38,0,0.000,0.032,0.000,,
,,,624,Abdoulaye Doucouré,26,37,36,3156,4,2,0,0,9,0,0.11,0.06,0.17,0.11,0.17,5.3,5.3,2.6,0.15,0.08,0.23,0.15,0.23,113,61,10,0.29,0,0.000,0.257,0.000,,
,,,625,Tommy Doyle,17,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.42,0,0.42,0.42,0.42,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,626,Danny Drinkwater,29,4,4,259,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.03,0.01,0.04,0.03,0.04,6,11,0,0.00,0,0.000,0.347,0.000,,
,,,627,Danny Drinkwater,29,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0.00,0,0.000,0.000,0.000,,
,,,628,Josip Drmic,26,21,5,647,1,0,0,0,0,1,0.14,0,0.14,0.14,0.14,2.6,2.6,0.4,0.36,0.06,0.42,0.36,0.42,26,13,0,0.00,0,0.000,0.000,0.139,,
,,,629,Martin Dubravka,30,38,38,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,58,11,0.29,0,0.000,0.000,0.000,,
,,,630,Ondrej Duda,24,10,9,724,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,1,0.09,0.13,0.22,0.09,0.22,24,9,3,0.37,0,0.000,0.000,0.000,,
,,,631,Shane Duffy,27,19,12,1238,1,0,0,0,2,0,0.07,0,0.07,0.07,0.07,1.5,1.5,0,0.11,0,0.11,0.11,0.11,44,18,3,0.22,0,0.000,0.145,0.000,,
,,,632,Paul Dummett,27,16,14,1228,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01,44,20,5,0.37,0,0.000,0.147,0.000,,
,,,633,Lewis Dunk,27,36,36,3230,3,3,0,0,9,0,0.08,0.08,0.17,0.08,0.17,4,4,1.1,0.11,0.03,0.14,0.11,0.14,128,50,9,0.25,0,0.000,0.251,0.000,,
,,,634,Ederson Santana de Moraes,25,35,35,3071,0,0,0,0,3,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,133,31,16,0.47,0,0.000,0.088,0.029,,
,,,635,John Egan,26,36,36,3187,2,0,0,0,5,1,0.06,0,0.06,0.06,0.06,2.3,2.3,0.1,0.07,0,0.07,0.07,0.07,133,33,13,0.37,0,0.000,0.141,0.028,,
,,,636,Harvey Elliott,16,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00,0,0.000,0.000,0.000,,
,,,637,Ahmed El Mohamady,31,18,11,1031,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,0.2,0.2,2.6,0.02,0.22,0.24,0.02,0.24,39,28,2,0.17,0,0.000,0.087,0.000,,
,,,638,Bjorn Engels,24,17,15,1447,1,0,0,0,1,0,0.06,0,0.06,0.06,0.06,0.8,0.8,0.1,0.05,0,0.05,0.05,0.05,42,32,3,0.19,0,0.000,0.062,0.000,,
,,,639,Christian Eriksen,27,20,10,1097,2,2,0,0,5,0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,2,0.16,0.16,0.32,0.16,0.32,48,18,1,0.08,0,0.000,0.410,0.000,,
,,,640,Jonny Evans,31,38,38,3383,1,1,0,0,8,1,0.03,0.03,0.05,0.03,0.05,2.6,2.6,0.6,0.07,0.02,0.09,0.07,0.09,128,41,13,0.35,0,0.000,0.213,0.027,,
,,,641,Lukasz Fabianski,34,25,25,2117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,34,5,0.21,0,0.000,0.043,0.000,,
,,,642,Fabio Henrique Tavares,25,28,22,2079,2,3,0,0,6,0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.8,0.02,0.08,0.09,0.02,0.09,77,26,6,0.26,0,0.000,0.260,0.000,,
,,,643,Ralf Fahrmann,30,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0.000,0.000,0.000,,
,,,644,Akin Famewo,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,645,Kiko Femenia,28,28,26,2237,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,1.5,0,0.06,0.07,0,0.07,54,46,5,0.20,0,0.000,0.201,0.000,,
,,,646,Bruno Fernandes,24,14,14,1186,8,7,4,4,2,0,0.61,0.53,1.14,0.3,0.83,5.8,2.8,2.5,0.44,0.19,0.63,0.21,0.4,117,6,9,0.68,0,0.000,0.152,0.000,,
